"filename", "language", "Rust", "comment", "blank", "total"
"c:\Users\MACHINE\GG\rc\src\gpu_passes\distance_jump_flood_loop.rs", "Rust", 0, 0, -1, -1
"c:\Users\MACHINE\GG\rc\src\gpu_resources\textures.rs", "Rust", 1, 0, 0, 1
"Total", "-", 1, 0, -1, 0
